FID;Kod_region;Region;Kod_distri;District;Kod_munici;Municipal;Kod_part_o;Part_ofmun;Kod_local;Local_part;Day;Month;Year;Time fire H;Alarm_leve;Type_of_bu;x;y;Surface;Ownership;Initiator;Popis;slope;elevation;aspect;dist_road;distanc_ri;relativ_hu;Code_lanco;pop_densit;temperatur;wind_speed;Risk_AHP;Risk_fu_AH
14622;CZ072;Zlínský kraj;CZ0721;Kroměříž;588601;Koryčany;684881;Lískovec;0; ;9;7;2016;14.35055556;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624). sady. zahrady i osamělé stromy. skleníky. dvory. chov včel a drob (632);-555618;-1173411;1;soukromé a osobní vlastnictví.státní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;4.26933;399.31601;264.886993;0;12982.79981;89.637497;311;132.785004;17.45840073;3.196619987;5;5
14623;CZ072;Zlínský kraj;CZ0721;Kroměříž;588610;Kostelec U Holešova;670294;Kostelec U Holešova;0; ;3;4;2017;12.00333333;I.;lesní těžba (625);-529031;-1146680;0;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.06251;359.074005;65.660599;305;7528.859863;87.629303;311;132.785004;7.882259846;3.66779995;4;4
14624;CZ072;Zlínský kraj;CZ0721;Kroměříž;588296;Kroměříž;675008;Kotojedy;0; ;21;3;2018;11.54138889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-540132;-1158771;1;soukromé a osobní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;7.67117;250.660995;77.7239;0;925.429016;89.030502;311;132.785004;3.990060091;3.754970074;4;4
14626;CZ072;Zlínský kraj;CZ0721;Kroměříž;588296;Kroměříž;726141;Postoupky;0; ;5;4;2019;14.36777778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-542452;-1152653;0;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.62643;202.156998;10.4757;414;799.028992;88.236198;112;132.785004;8.772439957;3.5;4;4
14627;CZ072;Zlínský kraj;CZ0721;Kroměříž;588296;Kroměříž;766798;Těšnovice;0; ;3;4;2016;19.47416667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-538762;-1159247;0;státní vlastnictví;neobjasněný iniciátor;nezjištěno;4.17845;247.261002;54.5271;0;1978.48999;89.126701;112;132.785004;8.562890053;3.618550062;4;4
14628;CZ072;Zlínský kraj;CZ0721;Kroměříž;588822;Osíčko;713074;Osíčko;0; ;21;4;2020;17.94055556;I.;lesní těžba (625);-512115;-1143306;2;obecní majetek;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;1.4583;373.347992;105.407997;0;2677.080078;87.750999;211;132.990997;7.36605978;3.62883997;5;4
14629;CZ072;Zlínský kraj;CZ0721;Kroměříž;588873;Podhradní Lhota;723797;Podhradní Lhota;0; ;11;4;2020;15.63666667;I.;les vysokokmenný - jehličnany (620). les vysokokmenný - jehličnany (620). trávní porost. školky. hrabanka. jehličí. listí. rašelina (623). sady. zahrady i osamělé stromy. skleníky. dvory. chov včel a drob (632);-509969;-1144156;3;církevní majetek.obecní majetek.soukromé a osobní vlastnictví.soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;1.42275;379.516998;33.654301;0;3570.98999;87.992798;243;131.509003;7.202020168;3.607049942;4;3
14630;CZ072;Zlínský kraj;CZ0721;Kroměříž;588920;Rajnochovice;739006;Rajnochovice;0; ;8;4;2018;12.8625;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-509408;-1148155;2;církevní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.8182;574.947998;63.6735;0;7590.490234;88.554199;313;132.785004;5.953859806;4.109839916;5;4
14631;CZ072;Zlínský kraj;CZ0721;Kroměříž;588920;Rajnochovice;739006;Rajnochovice;0; ;19;4;2018;12.86388889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-509408;-1148155;3;církevní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.8182;574.947998;63.6735;0;7590.490234;88.554199;313;132.785004;5.953859806;4.109839916;5;4
14632;CZ072;Zlínský kraj;CZ0721;Kroměříž;588920;Rajnochovice;739006;Rajnochovice;0; ;12;5;2020;22.9975;II.;jiný lesní pozemek (626);-509408;-1148155;1;církevní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.8182;574.947998;63.6735;0;7590.490234;88.554199;313;132.785004;11.35389996;3.709840059;5;4
14633;CZ072;Zlínský kraj;CZ0721;Kroměříž;588920;Rajnochovice;739006;Rajnochovice;0; ;6;10;2018;13.60194444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-509408;-1148155;1;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.8182;574.947998;63.6735;0;7590.490234;88.554199;313;132.785004;7.262869835;4.419670105;5;4
14634;CZ072;Zlínský kraj;CZ0721;Kroměříž;588920;Rajnochovice;739006;Rajnochovice;0; ;6;10;2018;20.13694444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-509408;-1148155;2;církevní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.8182;574.947998;63.6735;0;7590.490234;88.554199;313;132.785004;7.262869835;4.419670105;5;4
14635;CZ072;Zlínský kraj;CZ0721;Kroměříž;588920;Rajnochovice;739006;Rajnochovice;0; ;6;10;2018;15.70638889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-509408;-1148155;3;církevní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.8182;574.947998;63.6735;0;7590.490234;88.554199;313;132.785004;7.262869835;4.419670105;5;4
14636;CZ072;Zlínský kraj;CZ0721;Kroměříž;588920;Rajnochovice;739006;Rajnochovice;0; ;30;10;2018;12.99416667;II.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-509408;-1148155;4;církevní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.8182;574.947998;63.6735;0;7590.490234;88.554199;313;132.785004;7.262869835;4.419670105;5;4
14637;CZ072;Zlínský kraj;CZ0721;Kroměříž;588920;Rajnochovice;739006;Rajnochovice;0; ;9;10;2020;16.21305556;I.;les vysokokmenný - jehličnany (620);-509408;-1148155;0;církevní majetek;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.8182;574.947998;63.6735;0;7590.490234;88.554199;313;132.785004;7.262869835;4.419670105;5;4
14638;CZ072;Zlínský kraj;CZ0721;Kroměříž;588946;Roštění;741485;Roštění;0; ;24;4;2020;18.32361111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-528547;-1148628;3;soukromé a osobní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;1.10641;241.977997;212.332001;9;6136.660156;87.929497;211;132.785004;8.398409843;3.5;4;3
14639;CZ072;Zlínský kraj;CZ0721;Kroměříž;588954;Roštín;741507;Roštín;0; ;26;10;2018;17.13472222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-548076;-1166881;0;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.38577;292.536011;260.346008;0;4547.689941;89.882103;112;132.785004;8.523309708;3.76177001;5;5
14640;CZ072;Zlínský kraj;CZ0721;Kroměříž;588962;Rusava;743666;Rusava;0; ;1;5;2020;18.30555556;I.;lesní těžba (625);-516649;-1151593;0;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;16.879601;608.973999;325.031006;433;11569.79981;88.759804;312;132.785004;11.9776001;3.579159975;5;4
14641;CZ072;Zlínský kraj;CZ0721;Kroměříž;588962;Rusava;743666;Rusava;0; ;18;7;2019;19.17138889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-516649;-1151593;0;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;16.879601;608.973999;325.031006;433;11569.79981;88.759804;312;132.785004;16.43689919;3.159250021;5;4
14642;CZ072;Zlínský kraj;CZ0721;Kroměříž;588962;Rusava;743666;Rusava;0; ;14;8;2019;18.16305556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-516649;-1151593;0;církevní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;16.879601;608.973999;325.031006;433;11569.79981;88.759804;312;132.785004;16.3022995;3.059250116;5;4
14643;CZ072;Zlínský kraj;CZ0721;Kroměříž;588962;Rusava;743666;Rusava;0; ;11;10;2018;18.96416667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-516649;-1151593;0;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;16.879601;608.973999;325.031006;433;11569.79981;88.759804;312;132.785004;7.722249985;4.199059963;5;4
14644;CZ072;Zlínský kraj;CZ0721;Kroměříž;588962;Rusava;743666;Rusava;0; ;26;11;2019;9.438055556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-516649;-1151593;1;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;16.879601;608.973999;325.031006;433;11569.79981;88.759804;312;132.785004;2.141690016;4.199059963;5;4
14645;CZ072;Zlínský kraj;CZ0721;Kroměříž;588997;Slavkov Pod Hostýnem;750298;Slavkov Pod Hostýnem;0; ;6;3;2019;18.3325;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-518621;-1148719;0;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.3832;436.412994;288.910004;63;10111.79981;88.269699;231;132.785004;2.857379913;3.888890028;4;4
14646;CZ072;Zlínský kraj;CZ0721;Kroměříž;588997;Slavkov Pod Hostýnem;750298;Slavkov Pod Hostýnem;0; ;16;3;2020;11.03555556;I.;lesní těžba (625);-518621;-1148719;1;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.3832;436.412994;288.910004;63;10111.79981;88.269699;231;132.785004;2.857379913;3.888890028;4;4
14647;CZ072;Zlínský kraj;CZ0721;Kroměříž;588997;Slavkov Pod Hostýnem;750298;Slavkov Pod Hostýnem;0; ;8;4;2020;18.41833333;II.;les vysokokmenný - jehličnany (620);-518621;-1148719;4;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.3832;436.412994;288.910004;63;10111.79981;88.269699;231;132.785004;7.233329773;3.788889885;4;4
14648;CZ072;Zlínský kraj;CZ0721;Kroměříž;588997;Slavkov Pod Hostýnem;750298;Slavkov Pod Hostýnem;0; ;3;10;2020;15.12722222;II.;lesní těžba (625);-518621;-1148719;4;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.3832;436.412994;288.910004;63;10111.79981;88.269699;231;132.785004;8.222220421;3.886219978;4;4
14652;CZ072;Zlínský kraj;CZ0721;Kroměříž;587257;Zástřizly;791148;Zástřizly;0; ;8;4;2019;17.23861111;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-552501;-1170679;3;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.14496;335.372986;314.593994;0;10088;89.819;211;132.785004;7.701350212;3.979759932;5;4
14653;CZ072;Zlínský kraj;CZ0721;Kroměříž;587257;Zástřizly;791148;Zástřizly;0; ;6;11;2019;18.17972222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-552501;-1170679;3;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.14496;335.372986;314.593994;0;10088;89.819;211;132.785004;2.780610085;3.879760027;5;4
14654;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;592048;Bojkovice;606979;Bojkovice;0; ;9;4;2020;19.71194444;I.;jiný pozemek (627);-512441;-1186281;1;obecní majetek;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;7.92692;324.459015;127.027;0;5223.790039;92.532303;313;142.822998;8.154290199;3.659019947;4;3
14655;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;592102;Buchlovice;615625;Buchlovice;0; ;18;8;2018;17.38972222;I.;zemědělské a lesní stroje (567). lesní těžba (625);-548953;-1177488;0;akciové vlastnictví. spol.s.r.o..v.o.s. ap..akciové vlastnictví. spol.s.r.o..v.o.s. ap.;povrchové teplo;výfukové potrubí - katalyzatory. filtry pevných částí;10.2364;373.235992;152.584;0;6211.830078;90.005402;313;142.822998;17.39360046;3.044640064;5;5
14656;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;592111;Bystřice Pod Lopeníkem;617130;Bystřice Pod Lopeníkem;0; ;15;2;2020;23.42333333;I.;lesní těžba (625);-516235;-1194314;0;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.65294;385.786987;157.955994;0;6083.140137;92.960999;221;142.822998;-0.952368975;3.745399952;5;5
14657;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;592111;Bystřice Pod Lopeníkem;617130;Bystřice Pod Lopeníkem;0; ;30;3;2020;23.41916667;I.;lesní těžba (625);-516235;-1194314;0;státní vlastnictví;jiskra z popela včetně jiskry při plnění vložek pilin.kamen;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.65294;385.786987;157.955994;0;6083.140137;92.960999;221;142.822998;3.147629976;3.926069975;5;5
14660;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;592307;Košíky;670880;Košíky;0; ;13;11;2020;18.65666667;I.;jiný pozemek (627);-540459;-1169440;0;nezjištěno nebo jiný druh. nelze specifikovat;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.21786;437.234009;333.705994;0;5070.97998;90.383003;313;142.822998;2.712500095;3.998810053;5;5
14661;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;550141;Medlovice;692654;Medlovice;0; ;30;3;2019;18.86583333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-561901;-1155673;2;nezjištěno nebo jiný druh. nelze specifikovat;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.54739;251.656998;280.665985;0;16675.40039;88.9533;211;100.636002;3.998889923;3.799999952;4;4
14663;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;592609;Starý Hrozenkov;755001;Starý Hrozenkov;0; ;31;5;2016;20.69027778;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-509253;-1195888;4;soukromé a osobní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;12.1811;410.295013;41.573101;69;10997.59961;92.905998;231;142.822998;12.6857996;3.5;4;4
14664;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;592617;Strání;678279;Květná;0; ;28;3;2020;14.23111111;I.;jiný lesní pozemek (626). člověk. zvíře /bez dalšího rozšíření/ (991);-610629;-1098579;1;soukromé a osobní vlastnictví.státní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.44841;554.763;296.984985;0;7323.149902;91.055901;112;74.888496;2.017519951;4.682479858;4;3
14665;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;592617;Strání;756113;Strání;0; ;15;3;2018;19.12027778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-523180;-1202724;3;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;4.83996;618.067993;16.101;1165;14438.79981;92.450699;231;142.822998;2.186949968;4.398310184;4;4
14666;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;592617;Strání;756113;Strání;0; ;30;3;2019;16.05277778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-523180;-1202724;0;nezjištěno nebo jiný druh. nelze specifikovat;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;4.83996;618.067993;16.101;1165;14438.79981;92.450699;231;142.822998;2.186949968;4.398310184;4;4
14668;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;592790;Velehrad;777676;Velehrad;0; ;17;6;2018;23.39083333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-543518;-1173051;2;církevní majetek;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;10.0511;315.962006;225.796005;0;2325.389893;90.286201;311;142.822998;16.09860039;3.086430073;5;5
14673;CZ072;Zlínský kraj;CZ0723;Vsetín;542644;Francova Lhota;634581;Francova Lhota;0; ;23;3;2019;19.15111111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-488946;-1170437;0;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.9341;522.609009;153.813004;148;8947.44043;90.997803;231;124.675003;1.964069963;3.889919996;4;3
14674;CZ072;Zlínský kraj;CZ0723;Vsetín;542679;Halenkov;636878;Halenkov;0; ;4;4;2017;16.65194444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-485870;-1156285;3;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;12.5423;548.924011;84.211098;135;1443.27002;90.047699;312;124.675003;6.343140125;3.720449924;5;4
14675;CZ072;Zlínský kraj;CZ0723;Vsetín;542687;Horní Bečva;642169;Horní Bečva;0; ;1;5;2018;10.80805556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-472234;-1147005;1;soukromé a osobní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;10.1449;608.830994;219.384995;0;870.487;89.682198;243;124.675003;11.14610004;3.43366003;4;3
14676;CZ072;Zlínský kraj;CZ0723;Vsetín;542687;Horní Bečva;642169;Horní Bečva;0; ;20;8;2020;21.46944444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-472234;-1147005;0;soukromé a osobní vlastnictví;jiskra z popela včetně jiskry při plnění vložek pilin.kamen;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;10.1449;608.830994;219.384995;0;870.487;89.682198;243;124.675003;15.44610023;2.93366003;4;3
14677;CZ072;Zlínský kraj;CZ0723;Vsetín;542687;Horní Bečva;642169;Horní Bečva;0; ;22;8;2020;16.12277778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-472234;-1147005;0;soukromé a osobní vlastnictví;jiskra z popela včetně jiskry při plnění vložek pilin.kamen;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;10.1449;608.830994;219.384995;0;870.487;89.682198;243;124.675003;15.44610023;2.93366003;4;3
14679;CZ072;Zlínský kraj;CZ0723;Vsetín;542750;Hošťálková;646059;Hošťálková;0; ;26;5;2019;15.75111111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-506066;-1152618;0;soukromé a osobní vlastnictví;jiskra z popela včetně jiskry při plnění vložek pilin.kamen;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.1942;410.355988;57.056702;0;6496.5;89.2509;243;124.675003;12.16810036;3.389940023;4;3
14680;CZ072;Zlínský kraj;CZ0723;Vsetín;542768;Hovězí;646342;Hovězí;0; ;18;3;2016;14.32083333;II.;les vysokokmenný - jehličnany (620). trávní porost. školky. hrabanka. jehličí. listí. rašelina (623). les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624). les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624).;-491697;-1159180;3;obecní majetek.soukromé a osobní vlastnictví.soukromé a osobní vlastnictví.soukromé a osobní vlastnictví.soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.14482;385.627014;237.404007;10;65.327698;90.220596;112;124.675003;2.794800043;3.552599907;4;4
